Order ID,Client ID,Instrument,Side,Execution Status,Quantity,Price,Reason,Transaction Time
ord225,225,Lavender,2,Pfill,150,17.45,,20260423-090129.805
ord61,61,Lavender,1,Fill,150,17.45,,20260423-090129.805
ord225,225,Lavender,2,Fill,120,14.49,,20260423-090129.805
ord49,49,Lavender,1,Pfill,120,14.49,,20260423-090129.805
ord226,226,Orchid,2,New,220,35.22,,20260423-090129.805
ord227,227,Orchid,2,Pfill,360,26.51,,20260423-090129.805
ord64,64,Orchid,1,Fill,360,26.51,,20260423-090129.805
ord227,227,Orchid,2,Pfill,390,24.97,,20260423-090129.805
ord208,208,Orchid,1,Fill,390,24.97,,20260423-090129.805
ord227,227,Orchid,2,Fill,90,24.86,,20260423-090129.805
ord53,53,Orchid,1,Pfill,90,24.86,,20260423-090129.805
ord228,228,Lotus,2,New,110,37.32,,20260423-090129.805
ord229,229,Orchid,2,New,380,42.78,,20260423-090129.805
ord230,230,Lavender,1,New,650,21.52,,20260423-090129.805
ord231,231,Orchid,2,New,900,34.21,,20260423-090129.805
ord232,232,Tulip,2,Pfill,250,22.86,,20260423-090129.805
ord109,109,Tulip,1,Fill,250,22.86,,20260423-090129.805
ord232,232,Tulip,2,Fill,410,21.04,,20260423-090129.805
ord86,86,Tulip,1,Pfill,410,21.04,,20260423-090129.805
ord233,233,Lotus,1,Pfill,420,23.94,,20260423-090129.805
ord210,210,Lotus,2,Fill,420,23.94,,20260423-090129.805
ord233,233,Lotus,1,Pfill,110,37.32,,20260423-090129.805
ord228,228,Lotus,2,Fill,110,37.32,,20260423-090129.805
ord234,234,Rose,1,Pfill,100,31.06,,20260423-090129.805
ord212,212,Rose,2,Fill,100,31.06,,20260423-090129.805
ord234,234,Rose,1,Pfill,350,32.82,,20260423-090129.805
ord198,198,Rose,2,Fill,350,32.82,,20260423-090129.805
ord234,234,Rose,1,Fill,20,35.27,,20260423-090129.805
ord169,169,Rose,2,Pfill,20,35.27,,20260423-090129.805
ord235,235,Tulip,2,New,230,23.76,,20260423-090129.805
ord236,236,Lavender,2,New,830,28.64,,20260423-090129.805
ord237,237,Lotus,2,Pfill,180,41.24,,20260423-090129.805
ord233,233,Lotus,1,Fill,180,41.24,,20260423-090129.805
ord238,238,Lotus,1,Pfill,40,32.53,,20260423-090129.805
ord237,237,Lotus,2,Fill,40,32.53,,20260423-090129.805
ord239,239,Lavender,1,New,220,11.18,,20260423-090129.805
ord240,240,Rose,2,New,220,41.66,,20260423-090129.805
ord241,241,Tulip,2,New,220,35.58,,20260423-090129.805
ord242,242,Lotus,2,New,590,44.05,,20260423-090129.805
ord243,243,Lotus,2,New,690,48.36,,20260423-090129.805
ord244,244,Lotus,2,New,660,36.53,,20260423-090129.805
ord245,245,Rose,2,New,550,37.19,,20260423-090129.805
ord246,246,Lavender,1,Fill,100,28.64,,20260423-090129.805
ord236,236,Lavender,2,Pfill,100,28.64,,20260423-090129.805
ord247,247,Lavender,1,Fill,70,28.64,,20260423-090129.805
ord236,236,Lavender,2,Pfill,70,28.64,,20260423-090129.805
ord248,248,Tulip,2,New,70,43.34,,20260423-090129.805
ord249,249,Orchid,2,Fill,90,24.86,,20260423-090129.805
ord53,53,Orchid,1,Pfill,90,24.86,,20260423-090129.805
ord250,250,Orchid,2,Pfill,550,24.86,,20260423-090129.805
ord53,53,Orchid,1,Fill,550,24.86,,20260423-090129.805
ord251,251,Tulip,2,New,850,28.03,,20260423-090129.805
ord252,252,Rose,2,Fill,840,26.66,,20260423-090129.805
ord215,215,Rose,1,Pfill,840,26.66,,20260423-090129.805
ord253,253,Lavender,2,New,160,40.93,,20260423-090129.805
ord254,254,Orchid,1,New,330,13.82,,20260423-090129.805
ord255,255,Orchid,2,New,640,39.64,,20260423-090129.806
ord256,256,Orchid,2,Fill,510,20.55,,20260423-090129.806
ord98,98,Orchid,1,Pfill,510,20.55,,20260423-090129.806
ord257,257,Lavender,2,Fill,300,21.52,,20260423-090129.806
ord230,230,Lavender,1,Pfill,300,21.52,,20260423-090129.806
ord258,258,Orchid,2,New,780,20.73,,20260423-090129.806
ord259,259,Tulip,2,New,790,45.46,,20260423-090129.806
ord260,260,Lavender,1,New,550,21.19,,20260423-090129.806
ord261,261,Lavender,1,New,160,12.08,,20260423-090129.806
ord262,262,Rose,1,New,930,15.44,,20260423-090129.806
ord263,263,Tulip,1,New,20,14.65,,20260423-090129.806
ord264,264,Tulip,2,New,830,49.39,,20260423-090129.806
ord265,265,Tulip,1,Pfill,230,23.76,,20260423-090129.806
ord235,235,Tulip,2,Fill,230,23.76,,20260423-090129.806
ord265,265,Tulip,1,Fill,260,26.17,,20260423-090129.806
ord220,220,Tulip,2,Pfill,260,26.17,,20260423-090129.806
ord266,266,Lotus,1,Fill,140,36.53,,20260423-090129.806
ord244,244,Lotus,2,Pfill,140,36.53,,20260423-090129.806
ord267,267,Lavender,1,New,130,15.61,,20260423-090129.806
ord268,268,Lavender,2,New,890,27.34,,20260423-090129.806
ord269,269,Lavender,1,New,510,13.42,,20260423-090129.806
ord270,270,Lavender,1,Fill,160,27.34,,20260423-090129.806
ord268,268,Lavender,2,Pfill,160,27.34,,20260423-090129.806
ord271,271,Lotus,2,Fill,190,35.13,,20260423-090129.806
ord238,238,Lotus,1,Pfill,190,35.13,,20260423-090129.806
ord272,272,Rose,1,New,370,11.15,,20260423-090129.806
ord273,273,Orchid,1,New,40,15.65,,20260423-090129.806
ord274,274,Tulip,1,New,50,25.00,,20260423-090129.806
ord275,275,Tulip,1,New,860,22.17,,20260423-090129.806
ord276,276,Lotus,1,Fill,320,36.53,,20260423-090129.806
ord244,244,Lotus,2,Pfill,320,36.53,,20260423-090129.806
ord277,277,Rose,2,Pfill,60,26.66,,20260423-090129.806
ord215,215,Rose,1,Fill,60,26.66,,20260423-090129.806
ord277,277,Rose,2,Fill,20,16.58,,20260423-090129.806
ord199,199,Rose,1,Pfill,20,16.58,,20260423-090129.806
ord278,278,Orchid,1,New,510,17.11,,20260423-090129.806
ord279,279,Tulip,2,Pfill,50,25.00,,20260423-090129.806
ord274,274,Tulip,1,Fill,50,25.00,,20260423-090129.806
ord279,279,Tulip,2,Fill,400,22.17,,20260423-090129.806
ord275,275,Tulip,1,Pfill,400,22.17,,20260423-090129.806
ord280,280,Lavender,1,New,730,14.83,,20260423-090129.806
ord281,281,Lotus,1,New,30,26.91,,20260423-090129.806
ord282,282,Lavender,2,New,450,33.46,,20260423-090129.806
ord283,283,Lotus,2,Pfill,80,35.13,,20260423-090129.806
ord238,238,Lotus,1,Fill,80,35.13,,20260423-090129.806
ord284,284,Orchid,1,Pfill,780,20.73,,20260423-090129.806
ord258,258,Orchid,2,Fill,780,20.73,,20260423-090129.806
ord284,284,Orchid,1,Fill,10,24.37,,20260423-090129.806
ord250,250,Orchid,2,Pfill,10,24.37,,20260423-090129.806
ord285,285,Orchid,1,Fill,170,24.37,,20260423-090129.806
ord250,250,Orchid,2,Pfill,170,24.37,,20260423-090129.806
ord286,286,Lotus,2,New,120,27.62,,20260423-090129.806
ord287,287,Orchid,2,New,860,42.98,,20260423-090129.806
ord288,288,Lotus,1,New,500,12.27,,20260423-090129.806
ord289,289,Lotus,2,New,210,38.83,,20260423-090129.806
ord290,290,Orchid,1,Pfill,170,24.37,,20260423-090129.806
ord250,250,Orchid,2,Fill,170,24.37,,20260423-090129.806
ord290,290,Orchid,1,Pfill,680,30.19,,20260423-090129.806
ord200,200,Orchid,2,Fill,680,30.19,,20260423-090129.806
ord290,290,Orchid,1,Fill,150,34.21,,20260423-090129.806
ord231,231,Orchid,2,Pfill,150,34.21,,20260423-090129.806
ord291,291,Orchid,2,New,660,41.26,,20260423-090129.806
ord292,292,Lavender,2,Fill,280,21.52,,20260423-090129.806
ord230,230,Lavender,1,Pfill,280,21.52,,20260423-090129.806
ord293,293,Rose,1,Fill,180,35.27,,20260423-090129.806
ord169,169,Rose,2,Pfill,180,35.27,,20260423-090129.806
ord294,294,Lotus,2,Pfill,30,26.91,,20260423-090129.806
ord281,281,Lotus,1,Fill,30,26.91,,20260423-090129.806
ord294,294,Lotus,2,Pfill,30,19.96,,20260423-090129.806
ord183,183,Lotus,1,Fill,30,19.96,,20260423-090129.806
ord294,294,Lotus,2,Fill,180,19.61,,20260423-090129.806
ord47,47,Lotus,1,Pfill,180,19.61,,20260423-090129.806
ord295,295,Lotus,1,New,400,18.35,,20260423-090129.806
ord296,296,Orchid,2,Pfill,210,20.55,,20260423-090129.806
ord98,98,Orchid,1,Fill,210,20.55,,20260423-090129.806
ord297,297,Orchid,1,Fill,20,18.78,,20260423-090129.806
ord296,296,Orchid,2,Pfill,20,18.78,,20260423-090129.806
ord298,298,Tulip,1,Fill,340,26.17,,20260423-090129.806
ord220,220,Tulip,2,Pfill,340,26.17,,20260423-090129.806
ord299,299,Lotus,1,Fill,420,26.92,,20260423-090129.807
ord283,283,Lotus,2,Pfill,420,26.92,,20260423-090129.807
ord300,300,Rose,1,New,500,26.02,,20260423-090129.807
ord301,301,Tulip,2,New,720,44.97,,20260423-090129.807
ord302,302,Lotus,2,New,840,24.75,,20260423-090129.807
ord303,303,Tulip,2,New,60,44.60,,20260423-090129.807
ord304,304,Tulip,1,New,880,12.41,,20260423-090129.807
ord305,305,Lotus,2,New,420,39.49,,20260423-090129.807
ord306,306,Orchid,2,Pfill,510,17.11,,20260423-090129.807
ord278,278,Orchid,1,Fill,510,17.11,,20260423-090129.807
ord306,306,Orchid,2,Fill,110,15.81,,20260423-090129.807
ord50,50,Orchid,1,Pfill,110,15.81,,20260423-090129.807
ord307,307,Tulip,2,Fill,210,22.17,,20260423-090129.807
ord275,275,Tulip,1,Pfill,210,22.17,,20260423-090129.807
ord308,308,Tulip,2,Pfill,250,22.17,,20260423-090129.807
ord275,275,Tulip,1,Fill,250,22.17,,20260423-090129.807
ord308,308,Tulip,2,Pfill,380,21.04,,20260423-090129.807
ord86,86,Tulip,1,Fill,380,21.04,,20260423-090129.807
ord309,309,Rose,1,Fill,690,35.27,,20260423-090129.807
ord169,169,Rose,2,Pfill,690,35.27,,20260423-090129.807
ord310,310,Tulip,1,Pfill,220,21.02,,20260423-090129.807
ord308,308,Tulip,2,Fill,220,21.02,,20260423-090129.807
ord311,311,Lotus,2,New,960,28.67,,20260423-090129.807
ord312,312,Lavender,1,New,110,13.50,,20260423-090129.807
ord313,313,Lavender,2,New,880,34.20,,20260423-090129.807
ord314,314,Lotus,1,New,620,10.65,,20260423-090129.807
ord315,315,Orchid,2,New,260,41.71,,20260423-090129.807
ord316,316,Tulip,2,New,650,42.16,,20260423-090129.807
ord317,317,Orchid,2,New,630,23.80,,20260423-090129.807
ord318,318,Rose,1,New,1000,12.04,,20260423-090129.807
ord319,319,Tulip,2,Pfill,110,22.18,,20260423-090129.807
ord310,310,Tulip,1,Fill,110,22.18,,20260423-090129.807
ord319,319,Tulip,2,Pfill,70,18.21,,20260423-090129.807
ord96,96,Tulip,1,Fill,70,18.21,,20260423-090129.807
ord319,319,Tulip,2,Fill,170,16.96,,20260423-090129.807
ord129,129,Tulip,1,Pfill,170,16.96,,20260423-090129.807
ord320,320,Lavender,2,New,180,28.81,,20260423-090129.807
ord321,321,Lotus,2,New,70,49.61,,20260423-090129.807
ord322,322,Lavender,2,Pfill,70,21.52,,20260423-090129.807
ord230,230,Lavender,1,Fill,70,21.52,,20260423-090129.807
ord322,322,Lavender,2,Fill,520,21.19,,20260423-090129.807
ord260,260,Lavender,1,Pfill,520,21.19,,20260423-090129.807
ord323,323,Lavender,2,New,70,23.12,,20260423-090129.807
ord324,324,Lotus,2,New,480,36.46,,20260423-090129.807
ord325,325,Orchid,2,New,830,39.58,,20260423-090129.807
ord326,326,Lavender,1,Pfill,70,23.12,,20260423-090129.807
ord323,323,Lavender,2,Fill,70,23.12,,20260423-090129.807
ord326,326,Lavender,1,Pfill,730,27.34,,20260423-090129.807
ord268,268,Lavender,2,Fill,730,27.34,,20260423-090129.807
ord326,326,Lavender,1,Fill,140,28.64,,20260423-090129.807
ord236,236,Lavender,2,Pfill,140,28.64,,20260423-090129.807
ord327,327,Tulip,2,New,280,38.55,,20260423-090129.807
ord328,328,Lavender,2,Pfill,30,21.19,,20260423-090129.807
ord260,260,Lavender,1,Fill,30,21.19,,20260423-090129.807
ord329,329,Tulip,1,Pfill,90,26.17,,20260423-090129.807
ord220,220,Tulip,2,Fill,90,26.17,,20260423-090129.807
ord330,330,Lavender,2,New,180,44.52,,20260423-090129.807
ord331,331,Lavender,1,Fill,490,19.31,,20260423-090129.807
ord328,328,Lavender,2,Pfill,490,19.31,,20260423-090129.807
ord332,332,Tulip,1,New,850,22.55,,20260423-090129.807
ord333,333,Lotus,1,New,150,20.29,,20260423-090129.807
ord334,334,Lavender,2,New,680,26.09,,20260423-090129.807
ord335,335,Tulip,1,New,600,20.65,,20260423-090129.807
ord336,336,Rose,1,New,490,15.31,,20260423-090129.807
ord337,337,Tulip,1,Fill,510,28.03,,20260423-090129.807
ord251,251,Tulip,2,Pfill,510,28.03,,20260423-090129.807
ord338,338,Orchid,2,Pfill,400,15.81,,20260423-090129.807
ord50,50,Orchid,1,Fill,400,15.81,,20260423-090129.807
ord338,338,Orchid,2,Pfill,40,15.65,,20260423-090129.807
ord273,273,Orchid,1,Fill,40,15.65,,20260423-090129.807
ord339,339,Rose,1,New,460,32.37,,20260423-090129.807
ord340,340,Lavender,1,Pfill,10,19.31,,20260423-090129.808
ord328,328,Lavender,2,Fill,10,19.31,,20260423-090129.808
ord340,340,Lavender,1,Fill,530,26.09,,20260423-090129.808
ord334,334,Lavender,2,Pfill,530,26.09,,20260423-090129.808
ord341,341,Lotus,1,New,150,18.41,,20260423-090129.808
ord342,342,Lotus,2,New,990,34.40,,20260423-090129.808
ord343,343,Lavender,1,Fill,30,26.09,,20260423-090129.808
ord334,334,Lavender,2,Pfill,30,26.09,,20260423-090129.808
ord344,344,Lavender,2,New,840,17.01,,20260423-090129.808
ord345,345,Lavender,1,New,540,15.19,,20260423-090129.808
ord346,346,Tulip,2,Pfill,140,27.29,,20260423-090129.808
ord329,329,Tulip,1,Fill,140,27.29,,20260423-090129.808
ord347,347,Lavender,2,Pfill,130,15.61,,20260423-090129.808
ord267,267,Lavender,1,Fill,130,15.61,,20260423-090129.808
ord347,347,Lavender,2,Fill,100,15.19,,20260423-090129.808
ord345,345,Lavender,1,Pfill,100,15.19,,20260423-090129.808
ord348,348,Rose,2,Pfill,460,32.37,,20260423-090129.808
ord339,339,Rose,1,Fill,460,32.37,,20260423-090129.808
ord348,348,Rose,2,Fill,300,26.02,,20260423-090129.808
ord300,300,Rose,1,Pfill,300,26.02,,20260423-090129.808
ord349,349,Orchid,1,Pfill,370,13.95,,20260423-090129.808
ord338,338,Orchid,2,Fill,370,13.95,,20260423-090129.808
ord349,349,Orchid,1,Fill,250,18.78,,20260423-090129.808
ord296,296,Orchid,2,Pfill,250,18.78,,20260423-090129.808
ord350,350,Tulip,2,New,80,34.94,,20260423-090129.808
ord351,351,Tulip,2,New,550,25.88,,20260423-090129.808
ord352,352,Tulip,1,Fill,20,23.37,,20260423-090129.808
ord346,346,Tulip,2,Pfill,20,23.37,,20260423-090129.808
ord353,353,Rose,2,Pfill,200,26.02,,20260423-090129.808
ord300,300,Rose,1,Fill,200,26.02,,20260423-090129.808
ord354,354,Lotus,2,New,10,21.84,,20260423-090129.808
ord355,355,Tulip,1,Pfill,390,23.37,,20260423-090129.808
ord346,346,Tulip,2,Fill,390,23.37,,20260423-090129.808
ord355,355,Tulip,1,Pfill,550,25.88,,20260423-090129.808
ord351,351,Tulip,2,Fill,550,25.88,,20260423-090129.808
ord355,355,Tulip,1,Fill,60,28.03,,20260423-090129.808
ord251,251,Tulip,2,Pfill,60,28.03,,20260423-090129.808
ord356,356,Rose,2,New,270,23.14,,20260423-090129.808
ord357,357,Lavender,1,Fill,810,17.01,,20260423-090129.808
ord344,344,Lavender,2,Pfill,810,17.01,,20260423-090129.808
ord358,358,Rose,2,Pfill,430,16.58,,20260423-090129.808
ord199,199,Rose,1,Fill,430,16.58,,20260423-090129.808
ord358,358,Rose,2,Fill,310,15.44,,20260423-090129.808
ord262,262,Rose,1,Pfill,310,15.44,,20260423-090129.808
ord359,359,Rose,1,Pfill,100,21.94,,20260423-090129.808
ord353,353,Rose,2,Fill,100,21.94,,20260423-090129.808
ord359,359,Rose,1,Pfill,270,23.14,,20260423-090129.808
ord356,356,Rose,2,Fill,270,23.14,,20260423-090129.808
ord359,359,Rose,1,Pfill,80,35.27,,20260423-090129.808
ord169,169,Rose,2,Fill,80,35.27,,20260423-090129.808
ord359,359,Rose,1,Fill,490,37.19,,20260423-090129.808
ord245,245,Rose,2,Pfill,490,37.19,,20260423-090129.808
ord360,360,Tulip,2,Fill,110,22.55,,20260423-090129.808
ord332,332,Tulip,1,Pfill,110,22.55,,20260423-090129.808
ord361,361,Rose,1,New,880,32.03,,20260423-090129.808
ord362,362,Lavender,2,New,550,26.34,,20260423-090129.808
ord363,363,Orchid,1,Fill,30,18.78,,20260423-090129.808
ord296,296,Orchid,2,Pfill,30,18.78,,20260423-090129.808
ord364,364,Orchid,1,Pfill,270,18.78,,20260423-090129.808
ord296,296,Orchid,2,Fill,270,18.78,,20260423-090129.808
ord364,364,Orchid,1,Fill,220,23.80,,20260423-090129.808
ord317,317,Orchid,2,Pfill,220,23.80,,20260423-090129.808
ord365,365,Tulip,1,New,820,22.66,,20260423-090129.808
ord366,366,Lotus,1,New,50,15.68,,20260423-090129.808
ord367,367,Tulip,1,Fill,230,28.03,,20260423-090129.808
ord251,251,Tulip,2,Pfill,230,28.03,,20260423-090129.808
ord368,368,Tulip,2,New,930,38.91,,20260423-090129.808
ord369,369,Rose,2,Fill,60,32.03,,20260423-090129.808
ord361,361,Rose,1,Pfill,60,32.03,,20260423-090129.808
ord370,370,Tulip,2,Pfill,820,22.66,,20260423-090129.808
ord365,365,Tulip,1,Fill,820,22.66,,20260423-090129.808
ord370,370,Tulip,2,Fill,130,22.55,,20260423-090129.808
ord332,332,Tulip,1,Pfill,130,22.55,,20260423-090129.808
ord371,371,Orchid,2,New,580,14.98,,20260423-090129.808
ord372,372,Lavender,2,Pfill,440,15.19,,20260423-090129.808
ord345,345,Lavender,1,Fill,440,15.19,,20260423-090129.808
ord372,372,Lavender,2,Fill,190,14.83,,20260423-090129.808
ord280,280,Lavender,1,Pfill,190,14.83,,20260423-090129.808
ord373,373,Orchid,2,New,530,19.21,,20260423-090129.808
ord374,374,Lavender,2,New,640,31.23,,20260423-090129.808
ord375,375,Lavender,2,New,30,44.97,,20260423-090129.808
ord376,376,Tulip,1,Pfill,50,28.03,,20260423-090129.808
ord251,251,Tulip,2,Fill,50,28.03,,20260423-090129.808
ord376,376,Tulip,1,Pfill,250,30.39,,20260423-090129.808
ord174,174,Tulip,2,Fill,250,30.39,,20260423-090129.808
ord376,376,Tulip,1,Pfill,80,34.94,,20260423-090129.808
ord350,350,Tulip,2,Fill,80,34.94,,20260423-090129.808
ord376,376,Tulip,1,Pfill,220,35.58,,20260423-090129.808
ord241,241,Tulip,2,Fill,220,35.58,,20260423-090129.808
ord377,377,Rose,2,New,850,33.95,,20260423-090129.808
ord378,378,Lotus,2,Pfill,150,20.29,,20260423-090129.808
ord333,333,Lotus,1,Fill,150,20.29,,20260423-090129.808
ord378,378,Lotus,2,Pfill,640,19.61,,20260423-090129.808
ord47,47,Lotus,1,Fill,640,19.61,,20260423-090129.808
ord378,378,Lotus,2,Fill,180,19.19,,20260423-090129.808
ord143,143,Lotus,1,Pfill,180,19.19,,20260423-090129.808
ord379,379,Tulip,2,Pfill,70,36.80,,20260423-090129.808
ord376,376,Tulip,1,Fill,70,36.80,,20260423-090129.808
ord380,380,Orchid,1,Fill,230,14.98,,20260423-090129.808
ord371,371,Orchid,2,Pfill,230,14.98,,20260423-090129.808
ord381,381,Lotus,1,New,700,16.18,,20260423-090129.808
ord382,382,Orchid,2,New,280,37.00,,20260423-090129.808
ord383,383,Lavender,2,New,970,33.77,,20260423-090129.808
ord384,384,Orchid,1,New,380,12.84,,20260423-090129.808
ord385,385,Lotus,2,New,10,48.50,,20260423-090129.808
ord386,386,Lavender,2,New,570,24.59,,20260423-090129.808
ord387,387,Lotus,1,New,780,12.11,,20260423-090129.808
ord388,388,Lotus,1,New,20,18.43,,20260423-090129.808
ord389,389,Rose,1,New,730,24.74,,20260423-090129.808
ord390,390,Tulip,1,Fill,80,28.30,,20260423-090129.809
ord379,379,Tulip,2,Pfill,80,28.30,,20260423-090129.809
ord391,391,Orchid,2,Pfill,330,13.82,,20260423-090129.809
ord254,254,Orchid,1,Fill,330,13.82,,20260423-090129.809
ord391,391,Orchid,2,Fill,140,13.76,,20260423-090129.809
ord52,52,Orchid,1,Pfill,140,13.76,,20260423-090129.809
ord392,392,Lotus,1,Pfill,10,21.84,,20260423-090129.809
ord354,354,Lotus,2,Fill,10,21.84,,20260423-090129.809
ord392,392,Lotus,1,Fill,710,24.75,,20260423-090129.809
ord302,302,Lotus,2,Pfill,710,24.75,,20260423-090129.809
ord393,393,Lavender,1,Pfill,30,17.01,,20260423-090129.809
ord344,344,Lavender,2,Fill,30,17.01,,20260423-090129.809
ord394,394,Tulip,1,New,220,27.05,,20260423-090129.809
ord395,395,Orchid,2,Fill,30,13.76,,20260423-090129.809
ord52,52,Orchid,1,Pfill,30,13.76,,20260423-090129.809
ord396,396,Lavender,2,Pfill,70,20.68,,20260423-090129.809
ord393,393,Lavender,1,Fill,70,20.68,,20260423-090129.809
ord397,397,Lavender,1,Pfill,610,16.54,,20260423-090129.809
ord396,396,Lavender,2,Fill,610,16.54,,20260423-090129.809
ord397,397,Lavender,1,Fill,330,24.59,,20260423-090129.809
ord386,386,Lavender,2,Pfill,330,24.59,,20260423-090129.809
ord398,398,Orchid,2,New,330,17.36,,20260423-090129.809
ord399,399,Rose,2,Pfill,820,32.03,,20260423-090129.809
ord361,361,Rose,1,Fill,820,32.03,,20260423-090129.809
ord399,399,Rose,2,Fill,80,24.74,,20260423-090129.809
ord389,389,Rose,1,Pfill,80,24.74,,20260423-090129.809
ord400,400,Rose,1,New,500,26.14,,20260423-090129.809
ord401,401,Rose,2,New,1000,41.17,,20260423-090129.809
ord402,402,Lotus,2,New,780,21.22,,20260423-090129.809
ord403,403,Rose,2,Pfill,500,26.14,,20260423-090129.809
ord400,400,Rose,1,Fill,500,26.14,,20260423-090129.809
ord403,403,Rose,2,Fill,30,24.74,,20260423-090129.809
ord389,389,Rose,1,Pfill,30,24.74,,20260423-090129.809
ord404,404,Lavender,1,New,660,24.45,,20260423-090129.809
ord405,405,Lavender,1,Fill,10,24.59,,20260423-090129.809
ord386,386,Lavender,2,Pfill,10,24.59,,20260423-090129.809
ord406,406,Lotus,2,New,720,34.64,,20260423-090129.809
ord407,407,Orchid,1,New,290,14.33,,20260423-090129.809
ord408,408,Rose,2,New,520,41.75,,20260423-090129.809
ord409,409,Lotus,1,Fill,210,21.22,,20260423-090129.809
ord402,402,Lotus,2,Pfill,210,21.22,,20260423-090129.809
ord410,410,Lavender,2,New,400,30.54,,20260423-090129.809
ord411,411,Tulip,2,New,390,33.80,,20260423-090129.809
ord412,412,Lavender,2,Fill,380,24.45,,20260423-090129.809
ord404,404,Lavender,1,Pfill,380,24.45,,20260423-090129.809
ord413,413,Tulip,2,Pfill,220,27.05,,20260423-090129.809
ord394,394,Tulip,1,Fill,220,27.05,,20260423-090129.809
ord414,414,Tulip,2,Fill,390,22.55,,20260423-090129.809
ord332,332,Tulip,1,Pfill,390,22.55,,20260423-090129.809
ord415,415,Lotus,2,Pfill,360,19.19,,20260423-090129.809
ord143,143,Lotus,1,Fill,360,19.19,,20260423-090129.809
ord415,415,Lotus,2,Pfill,400,18.44,,20260423-090129.809
ord84,84,Lotus,1,Fill,400,18.44,,20260423-090129.809
ord415,415,Lotus,2,Pfill,20,18.43,,20260423-090129.809
ord388,388,Lotus,1,Fill,20,18.43,,20260423-090129.809
ord415,415,Lotus,2,Fill,150,18.41,,20260423-090129.809
ord341,341,Lotus,1,Fill,150,18.41,,20260423-090129.809
ord416,416,Rose,1,New,580,23.43,,20260423-090129.809
ord417,417,Tulip,2,New,500,36.65,,20260423-090129.809
ord418,418,Rose,2,New,90,32.30,,20260423-090129.809
ord419,419,Rose,1,Pfill,90,32.30,,20260423-090129.809
ord418,418,Rose,2,Fill,90,32.30,,20260423-090129.809
ord419,419,Rose,1,Fill,120,33.95,,20260423-090129.809
ord377,377,Rose,2,Pfill,120,33.95,,20260423-090129.809
ord420,420,Orchid,2,New,70,43.74,,20260423-090129.809
ord421,421,Orchid,1,Fill,220,14.98,,20260423-090129.809
ord371,371,Orchid,2,Pfill,220,14.98,,20260423-090129.809
ord422,422,Tulip,2,Pfill,220,22.55,,20260423-090129.809
ord332,332,Tulip,1,Fill,220,22.55,,20260423-090129.809
ord422,422,Tulip,2,Pfill,600,20.65,,20260423-090129.809
ord335,335,Tulip,1,Fill,600,20.65,,20260423-090129.809
ord423,423,Tulip,2,New,300,29.84,,20260423-090129.809
ord424,424,Lavender,2,New,370,38.21,,20260423-090129.809
ord425,425,Tulip,1,Pfill,140,20.52,,20260423-090129.809
ord422,422,Tulip,2,Fill,140,20.52,,20260423-090129.809
ord425,425,Tulip,1,Fill,320,25.40,,20260423-090129.809
ord413,413,Tulip,2,Pfill,320,25.40,,20260423-090129.809
ord426,426,Lotus,1,Fill,40,21.22,,20260423-090129.809
ord402,402,Lotus,2,Pfill,40,21.22,,20260423-090129.809
ord427,427,Tulip,2,New,780,41.35,,20260423-090129.809
ord428,428,Lotus,1,Pfill,530,21.22,,20260423-090129.809
ord402,402,Lotus,2,Fill,530,21.22,,20260423-090129.809
ord428,428,Lotus,1,Pfill,130,24.75,,20260423-090129.809
ord302,302,Lotus,2,Fill,130,24.75,,20260423-090129.809
ord428,428,Lotus,1,Fill,280,26.92,,20260423-090129.809
ord283,283,Lotus,2,Pfill,280,26.92,,20260423-090129.809
ord429,429,Orchid,2,New,910,31.02,,20260423-090129.809
ord430,430,Orchid,2,New,50,18.22,,20260423-090129.809
ord431,431,Lavender,2,Pfill,280,24.45,,20260423-090129.809
ord404,404,Lavender,1,Fill,280,24.45,,20260423-090129.809
ord432,432,Orchid,1,Pfill,130,14.98,,20260423-090129.809
ord371,371,Orchid,2,Fill,130,14.98,,20260423-090129.809
ord432,432,Orchid,1,Pfill,330,17.36,,20260423-090129.809
ord398,398,Orchid,2,Fill,330,17.36,,20260423-090129.809
ord432,432,Orchid,1,Pfill,50,18.22,,20260423-090129.809
ord430,430,Orchid,2,Fill,50,18.22,,20260423-090129.809
ord432,432,Orchid,1,Fill,30,19.21,,20260423-090129.809
ord373,373,Orchid,2,Pfill,30,19.21,,20260423-090129.809
ord433,433,Lavender,2,New,120,47.27,,20260423-090129.809
ord434,434,Lavender,2,New,220,32.85,,20260423-090129.809
ord435,435,Rose,2,New,790,31.18,,20260423-090129.809
ord436,436,Tulip,2,New,460,40.15,,20260423-090129.809
ord437,437,Orchid,1,Pfill,500,19.21,,20260423-090129.809
ord373,373,Orchid,2,Fill,500,19.21,,20260423-090129.809
ord437,437,Orchid,1,Fill,260,23.80,,20260423-090129.809
ord317,317,Orchid,2,Pfill,260,23.80,,20260423-090129.809
ord438,438,Tulip,2,Fill,350,16.96,,20260423-090129.809
ord129,129,Tulip,1,Pfill,350,16.96,,20260423-090129.809
ord439,439,Tulip,1,Pfill,330,25.40,,20260423-090129.809
ord413,413,Tulip,2,Fill,330,25.40,,20260423-090129.809
ord440,440,Lavender,2,New,520,38.20,,20260423-090129.809
ord441,441,Lotus,1,Pfill,210,26.92,,20260423-090129.809
